User Name,Drivers Id,Date,Policy Number,Location,Issue,Fraud,,,,,,,
Chloie,506333,7/27/18,20080128,Imlay City,Cars Accident,1,,,,,,,
Christie,263159,7/2/18,20080320,Indian River,Bike & Car Accident,1,,,,,,,
Corean,372912,4/18/18,20080113,Ingalls,Bike & Car Accident,0,,,,,,,
Corinna,552788,6/25/18,20080701,Inkster,Cars Accident,0,,,,,,,
Elodie,722747,7/15/18,20100924,Interlochen,Bike & Car Accident,0,,,,,,,
Epsie,248467,7/10/18,20090120,Ionia,Bike Accident,0,,,,,,,
Exa,955953,6/8/18,20090427,Iron Mountain,Cars Accident,0,,,,,,,
Georgine,910622,7/13/18,20090722,Iron River,Bike & Car Accident,0,,,,,,,
Gretta,137675,7/20/18,20091107,Irons,Cars Accident,0,,,,,,,
Henriette,343421,7/28/18,20091119,Ironwood,Cars Accident,0,,,,,,,
Jemima,413192,7/11/18,20090804,Ishpeming,Bike & Car Accident,1,,,,,,,
Jo,247801,6/18/18,20100608,Ithaca,Bike Accident,1,,,,,,,
Josefa,171147,7/27/18,20100423,Jackson,Cars Accident,0,,,,,,,
Juliana,431283,4/24/18,20071225,Jamestown,Bike & Car Accident,0,,,,,,,
Katharyn,461962,4/26/18,20080724,Jasper,Bike Accident,0,,,,,,,
Lavada,149467,5/31/18,20090107,Jeddo,Bike Accident,0,,,,,,,
Leonore,758740,5/30/18,20090914,Jenison,Bike & Car Accident,0,,,,,,,
Levina,628337,7/20/18,20091215,Jerome,Bike & Car Accident,0,,,,,,,
Libby,574637,5/19/18,20100313,Johannesburg,Cars Accident,0,,,,,,,
Lilie,373600,6/29/18,20100725,Jones,Cars Accident,0,,,,,,,
Louanna,930032,6/13/18,20080115,Jonesville,Cars Accident,1,,,,,,,
Mabell,396590,7/13/18,20080110,Kalamazoo,Bike Accident,1,,,,,,,
Madeleine,238412,4/27/18,20080219,Kaleva,Bike Accident,0,,,,,,,
Marinda,484321,7/20/18,20080224,Kalkaska,Cars Accident,0,,,,,,,
Mila,795847,5/23/18,20080805,Kawkawlin,Cars Accident,0,,,,,,,
Neta,218456,6/9/18,20080815,Kearsarge,Bike & Car Accident,0,,,,,,,
Orlena,792673,6/22/18,20090316,Keego Harbor,Bike & Car Accident,0,,,,,,,
Ozella,662256,6/19/18,20091007,Kendall,Cars Accident,0,,,,,,,
Ressie,971338,6/25/18,20080920,Kent City,Bike & Car Accident,0,,,,,,,
Rosena,714738,6/25/18,20081028,Kewadin,Bike Accident,0,,,,,,,
Rosey,753844,7/10/18,20090711,Kincheloe,Cars Accident,1,,,,,,,
Senora,976645,7/27/18,20080204,Kinde,Bike & Car Accident,1,,,,,,,
Siddie,918037,6/22/18,20090515,Kingsford,Cars Accident,0,,,,,,,
Susana,996253,6/26/18,20090723,Kingsley,Cars Accident,0,,,,,,,
Susanne,373731,7/19/18,20100516,Kingston,Bike & Car Accident,0,,,,,,,
Texanna,836272,5/31/18,20101220,Kinross,Bike Accident,0,,,,,,,
Tiney,167231,7/11/18,20090312,La Salle,Cars Accident,0,,,,,,,
Tinie,743330,7/13/18,20090613,Lachine,Bike & Car Accident,0,,,,,,,
Tiny,807369,7/18/18,20080213,Lacota,Bike Accident,0,,,,,,,
Achsah,735307,6/1/18,20080217,Laingsburg,Bike Accident,0,,,,,,,
Agness,789208,6/21/18,20080323,Lake,Bike & Car Accident,1,,,,,,,
Ala,585324,7/18/18,20080510,Lake Ann,Bike & Car Accident,1,,,,,,,
Alabama,498759,7/24/18,20100218,Lake City,Cars Accident,0,,,,,,,
Alexina,795004,6/11/18,20080522,Lake George,Cars Accident,0,,,,,,,
Altie,203250,7/17/18,20081209,Lake Leelanau,Cars Accident,0,,,,,,,
Ama,430794,6/4/18,20090314,Lake Linden,Bike Accident,0,,,,,,,
Amalie,156636,7/6/18,20091015,Lake Odessa,Bike Accident,0,,,,,,,
Amelie,284143,5/7/18,20091105,Lake Orion,Cars Accident,0,,,,,,,
Amey,740518,7/10/18,20080317,Lakeland,Cars Accident,0,,,,,,,
Amma,445289,3/28/18,20080413,Lakeside,Bike & Car Accident,0,,,,,,,
Ammie,599262,7/21/18,20080817,Lakeview,Bike & Car Accident,1,,,,,,,
Anie,357949,7/23/18,20080825,Lakeville,Cars Accident,1,,,,,,,
Annabell,493161,7/25/18,20080907,Lambertville,Bike & Car Accident,0,,,,,,,
Arta,320251,7/27/18,20081201,Lamont,Bike Accident,0,,,,,,,
Attie,231127,6/26/18,20080905,Lanse,Cars Accident,0,,,,,,,
Audra,766193,6/2/18,20090914,Lansing,Bike & Car Accident,0,,,,,,,
Azzie,555374,7/10/18,20090419,Lapeer,Cars Accident,0,,,,,,,
Cathryn,491484,7/14/18,20090624,Lawrence,Cars Accident,0,,,,,,,
Cena,925128,5/19/18,20100107,Lawton,Bike & Car Accident,0,,,,,,,
Chestina,265093,5/25/18,20090310,Leland,Bike Accident,0,,,,,,,
Crissie,267808,7/3/18,20090520,Lennon,Cars Accident,1,,,,,,,
Cyntha,116735,5/19/18,20100807,Leonard,Bike & Car Accident,1,,,,,,,
Daisye,963680,5/12/18,20100702,Leonidas,Bike Accident,0,,,,,,,
Dellia,445694,5/23/18,20080912,Leroy,Bike Accident,0,,,,,,,
Delta,215534,7/7/18,20090123,Leslie,Bike & Car Accident,0,,,,,,,
Dema,232854,5/12/18,20081111,Levering,Bike & Car Accident,0,,,,,,,
Dezzie,168260,7/16/18,20101030,Lewiston,Cars Accident,0,,,,,,,
Dola,538955,4/30/18,20080924,Lexington,Cars Accident,0,,,,,,,
Dollye,243226,4/9/18,20081122,Lincoln,Cars Accident,0,,,,,,,
Eithel,246435,4/24/18,20090111,Lincoln Park,Cars Accident,0,,,,,,,
Elba,582480,5/26/18,20090322,Linden,Bike & Car Accident,1,,,,,,,
Elfrieda,345539,6/29/18,20090706,Linwood,Bike Accident,1,,,,,,,
Elna,924318,5/10/18,20101020,Litchfield,Cars Accident,0,,,,,,,
Emogene,726880,6/29/18,20080809,Little Lake,Bike & Car Accident,0,,,,,,,
Enola,190588,7/13/18,20081212,Livonia,Bike Accident,0,,,,,,,
Verda,246705,5/11/18,20090828,Long Lake,Bike Accident,0,,,,,,,
Gretchen,619589,7/26/18,20081212,Loretto,Bike & Car Accident,0,,,,,,,
Hermina,164988,7/3/18,20090405,Lowell,Bike & Car Accident,0,,,,,,,
Nelly,729534,4/9/18,20080824,Ludington,Cars Accident,0,,,,,,,
Eller,505014,7/3/18,20100112,Luna Pier,Cars Accident,0,,,,,,,
Hetty,920826,7/23/18,20090402,Lupton,Cars Accident,1,,,,,,,
Luetta,534982,5/15/18,20090409,Luther,Bike Accident,1,,,,,,,
Pennie,110408,6/13/18,20090512,Luzerne,Bike Accident,0,,,,,,,
Rosemary,283052,6/24/18,20090517,Lyons,Cars Accident,0,,,,,,,
Beckie,840806,5/10/18,20100627,Macatawa,Cars Accident,0,,,,,,,
Buna,382394,7/11/18,20081012,Mackinac Island,Bike & Car Accident,0,,,,,,,
Caldonia,876699,7/16/18,20080417,Mackinaw City,Bike & Car Accident,0,,,,,,,
Candace,871432,6/12/18,20080310,Macomb,Cars Accident,0,,,,,,,
Edla,379882,6/13/18,20091211,Madison Heights,Bike & Car Accident,0,,,,,,,
Florrie,852002,4/18/18,20091129,Mancelona,Bike Accident,0,,,,,,,
Luisa,372891,6/1/18,20100131,Manchester,Cars Accident,1,,,,,,,
Myrtis,689034,5/15/18,20100508,Manistee,Bike & Car Accident,1,,,,,,,
Trudie,743092,7/22/18,20101107,Manistique,Cars Accident,0,,,,,,,
Agusta,599174,6/8/18,20071213,Manitou Beach,Cars Accident,0,,,,,,,
Alphonsine,421092,7/28/18,20080331,Manton,Bike & Car Accident,0,,,,,,,
Dellie,349658,5/22/18,20080707,Maple City,Bike Accident,0,,,,,,,
Delpha,811042,6/25/18,20081220,Maple Rapids,Cars Accident,0,,,,,,,
Kathyrn,505316,7/24/18,20081227,Marcellus,Bike & Car Accident,0,,,,,,,
Loretto,116645,5/8/18,20090102,Marenisco,Bike Accident,0,,,,,,,
Lucindy,950880,7/5/18,20080202,Marine City,Bike Accident,0,,,,,,,
Maybell,788502,6/28/18,20090508,Marion,Bike & Car Accident,1,,,,,,,
Odile,627486,5/17/18,20090713,Marlette,Bike & Car Accident,1,,,,,,,
Orah,498842,7/2/18,20080926,Marne,Cars Accident,0,,,,,,,
Prudie,550294,7/17/18,20090201,Marquette,Cars Accident,0,,,,,,,
Rhea,328387,3/14/18,20090412,Marshall,Cars Accident,0,,,,,,,
Rinda,540152,7/20/18,20090905,Martin,Bike Accident,0,,,,,,,
Rosy,385932,6/25/18,20090906,Marysville,Bike Accident,0,,,,,,,
Roxy,618682,7/25/18,20091202,Mason,Cars Accident,0,,,,,,,
Sarrah,550930,7/18/18,20100301,Mass City,Cars Accident,0,,,,,,,
Susannah,998192,7/19/18,20100309,Mattawan,Bike & Car Accident,0,,,,,,,
Tula,663938,6/15/18,20080412,Maybee,Bike & Car Accident,1,,,,,,,
Alwina,756870,7/29/18,20100403,Mayfield,Cars Accident,1,,,,,,,
Arah,337158,5/9/18,20090828,Mayville,Cars Accident,0,,,,,,,
Bernadine,919875,6/26/18,20091210,Mc Bain,Bike & Car Accident,0,,,,,,,
Capitola,315631,5/10/18,20090305,Mc Millan,Bike Accident,0,,,,,,,
Cathern,113464,5/16/18,20090826,Mcbrides,Cars Accident,0,,,,,,,
Columbia,556415,7/13/18,20090910,Mears,Bike & Car Accident,0,,,,,,,
Eileen,250249,7/17/18,20100326,Mecosta,Bike Accident,0,,,,,,,
Elizbeth,403776,7/6/18,20100708,Melvin,Bike Accident,0,,,,,,,
Eura,396002,7/19/18,20080325,Melvindale,Bike & Car Accident,0,,,,,,,
Hennie,976908,7/20/18,20100606,Memphis,Bike & Car Accident,1,,,,,,,
Henretta,509489,5/8/18,20080828,Mendon,Cars Accident,1,,,,,,,
Ivie,485295,7/9/18,20081006,Menominee,Cars Accident,0,,,,,,,
Jeanie,361829,7/18/18,20090421,Merrill,Cars Accident,0,,,,,,,
Justina,603632,7/6/18,20090619,Merritt,Bike Accident,0,,,,,,,
Leaner,783494,4/16/18,20090114,Mesick,Bike Accident,0,,,,,,,
Leonia,439049,5/28/18,20090504,Metamora,Cars Accident,0,,,,,,,
Lorraine,502634,6/19/18,20090131,Michigamme,Cars Accident,0,,,,,,,
Lucetta,378588,5/8/18,20081015,Michigan Center,Bike & Car Accident,0,,,,,,,
Macie,794731,7/24/18,20091018,Middleton,Bike & Car Accident,0,,,,,,,
Mahalie,641934,6/19/18,20080328,Middleville,Cars Accident,1,,,,,,,
Marry,113516,5/22/18,20080810,Midland,Bike & Car Accident,1,,,,,,,
Novella,425631,6/20/18,20090316,Mikado,Bike Accident,0,,,,,,,
Olevia,542245,7/27/18,20081111,Milan,Cars Accident,0,,,,,,,
Phillis,512894,5/5/18,20100104,Milford,Bike & Car Accident,0,,,,,,,
Philomene,633090,5/1/18,20100107,Millersburg,Cars Accident,0,,,,,,,
Salina,464234,2/21/18,20080919,Millington,Cars Accident,0,,,,,,,
Sinda,290162,6/19/18,20081118,Minden City,Bike & Car Accident,0,,,,,,,
Tinnie,638155,5/16/18,20081207,Mio,Bike Accident,0,,,,,,,
Vashti,911429,7/18/18,20100113,Mohawk,Cars Accident,0,,,,,,,
Vella,106186,4/24/18,20100805,Moline,Bike & Car Accident,1,,,,,,,
Veva,311783,6/6/18,20080517,Monroe,Bike Accident,1,,,,,,,
Vicy,528385,6/7/18,20080528,Montague,Bike Accident,0,,,,,,,
Zita,228403,7/20/18,20090202,Montgomery,Bike & Car Accident,0,,,,,,,
Affie,209177,7/6/18,20090120,Montrose,Bike & Car Accident,0,,,,,,,
Albertha,497929,7/27/18,20090406,Moran,Cars Accident,0,,,,,,,
Anabel,735844,7/28/18,20090527,Morenci,Cars Accident,0,,,,,,,
Artelia,710741,7/3/18,20090531,Morley,Cars Accident,0,,,,,,,
Barbra,276804,5/24/18,20090831,Morrice,Bike Accident,0,,,,,,,
Beaulah,507545,6/27/18,20081002,Moscow,Bike Accident,0,,,,,,,
Bertina,485642,6/29/18,20090111,Mosherville,Cars Accident,1,,,,,,,
Birdella,796375,6/20/18,20090104,Mount Clemens,Cars Accident,1,,,,,,,
Blossom,171183,6/18/18,20090510,Mount Morris,Bike & Car Accident,0,,,,,,,
Carmela,110084,5/1/18,20090903,Mount Pleasant,Bike & Car Accident,0,,,,,,,
Carolyne,714784,4/14/18,20091007,Muir,Cars Accident,0,,,,,,,
Cilla,143924,6/21/18,20100411,Mullett Lake,Bike & Car Accident,0,,,,,,,
Denise,996850,6/22/18,20100429,Mulliken,Bike Accident,0,,,,,,,
Dorthea,284834,7/26/18,20100309,Munger,Cars Accident,0,,,,,,,
Eleonore,830878,7/20/18,20934567,Munising,Bike & Car Accident,0,,,,,,,
Fairy,270208,6/28/18,20080707,Munith,Cars Accident,0,,,,,,,
Fannye,407958,6/6/18,20100421,Muskegon,Cars Accident,1,,,,,,,
Franc,832300,6/4/18,20100310,Nadeau,Bike & Car Accident,1,,,,,,,
Francina,927205,6/3/18,20080212,Nahma,Bike Accident,0,,,,,,,
Francisca,655356,6/18/18,20091021,Napoleon,Cars Accident,0,,,,,,,
Genevra,831053,7/12/18,20091024,Nashville,Bike & Car Accident,0,,,,,,,
Helga,432740,4/26/18,20090307,National City,Bike Accident,0,,,,,,,
Iza,893853,7/19/18,20090322,National Mine,Bike Accident,0,,,,,,,
Jeanetta,594988,5/3/18,20090406,Naubinway,Bike & Car Accident,0,,,,,,,
Jeannie,979544,6/25/18,20080729,Nazareth,Bike & Car Accident,0,,,,,,,
Jerusha,191891,6/21/18,20100911,Negaunee,Cars Accident,0,,,,,,,
Lisette,831479,5/16/18,20090322,New Baltimore,Cars Accident,1,,,,,,,
Loda,714346,6/25/18,20100111,New Boston,Cars Accident,1,,,,,,,
Luda,326289,6/18/18,20080915,New Buffalo,Bike Accident,0,,,,,,,
Lynda,944537,10/25/17,20081221,New Era,Bike Accident,0,,,,,,,
Marget,779156,7/16/18,20080803,New Haven,Cars Accident,0,,,,,,,
Mariam,856153,7/23/18,20090303,New Hudson,Cars Accident,0,,,,,,,
Modena,473338,5/15/18,20090711,New Lothrop,Bike & Car Accident,0,,,,,,,
Nanna,521694,5/6/18,20100608,New Troy,Bike & Car Accident,0,,,,,,,
Nelie,136520,5/29/18,20091120,Newaygo,Cars Accident,0,,,,,,,
Olena,730819,7/2/18,20090710,Newberry,Bike & Car Accident,0,,,,,,,
Lelar,912665,5/15/18,20080701,Newport,Bike Accident,1,,,,,,,
Matilde,469966,6/12/18,20090109,Niles,Cars Accident,1,,,,,,,
Simona,952300,7/20/18,20100627,Nisula,Bike & Car Accident,0,,,,,,,
Thora,322609,6/30/18,20100505,North Adams,Cars Accident,0,,,,,,,
Angelita,890280,7/6/18,20081216,North Branch,Cars Accident,0,,,,,,,
Berenice,431583,7/24/18,20101007,North Star,Bike & Car Accident,0,,,,,,,
Dagmar,155912,6/26/18,20100112,North Street,Bike Accident,0,,,,,,,
Dina,110143,6/5/18,20100203,Northport,Cars Accident,0,,,,,,,
Ema,808544,6/15/18,20090813,Northville,Bike & Car Accident,0,,,,,,,
Florine,409074,6/30/18,20091006,Norvell,Bike Accident,0,,,,,,,
Loraine,824728,6/21/18,20080906,Norway,Bike Accident,1,,,,,,,
Maida,606037,6/8/18,20080904,Nottawa,Bike & Car Accident,1,,,,,,,
Missie,636843,7/6/18,20080313,Novi,Bike & Car Accident,0,,,,,,,
Arline,111874,6/5/18,20080304,Nunica,Cars Accident,0,,,,,,,
Beatrix,439844,6/23/18,20080321,Oak Park,Cars Accident,0,,,,,,,
Dorathea,463513,7/3/18,20090510,Oakland,Cars Accident,0,,,,,,,
Elenor,577858,6/27/18,20091230,Oakley,Bike Accident,0,,,,,,,
Gertha,607351,6/27/18,20080615,Oden,Bike Accident,0,,,,,,,
Lesta,682754,7/18/18,20100715,Okemos,Cars Accident,0,,,,,,,
Rebekah,757352,6/8/18,20090828,Old Mission,Cars Accident,0,,,,,,,
Almina,307469,4/23/18,20100913,Olivet,Bike & Car Accident,1,,,,,,,
Arlena,526296,4/30/18,20100701,Omena,Bike & Car Accident,1,,,,,,,
Dot,658816,5/26/18,20090726,Omer,Cars Accident,0,,,,,,,
Elfie,913337,7/27/18,20091101,Onaway,Bike & Car Accident,0,,,,,,,
Ermine,488464,7/23/18,20090906,Onekama,Bike Accident,0,,,,,,,
Francisqui,480094,7/25/18,20080625,Onondaga,Cars Accident,0,,,,,,,
Georgeanna,263108,4/18/18,20090903,Onsted,Bike & Car Accident,0,,,,,,,
Glendora,298412,7/27/18,20091102,Ontonagon,Cars Accident,0,,,,,,,
Leontine,261905,7/17/18,20100721,Orleans,Cars Accident,0,,,,,,,
Leva,674485,7/28/18,20080805,Ortonville,Bike & Car Accident,0,,,,,,,
Litha,223404,4/9/18,20090709,Oscoda,Bike Accident,1,,,,,,,
Luberta,991480,5/9/18,20090710,Oshtemo,Cars Accident,1,,,,,,,
Marianna,804219,4/23/18,20100809,Osseo,Bike & Car Accident,0,,,,,,,
Parlee,483088,7/5/18,20101113,Ossineke,Bike Accident,0,,,,,,,
Pearla,100804,5/15/18,20100831,Otisville,Bike Accident,0,,,,,,,
Sister,941807,3/18/18,20100416,Otsego,Bike & Car Accident,0,,,,,,,
Thresa,593466,6/17/18,20080106,Ottawa Lake,Bike & Car Accident,0,,,,,,,
Alene,437442,7/29/18,20080710,Otter Lake,Cars Accident,0,,,,,,,
Alverda,942106,7/16/18,20090804,Ovid,Cars Accident,0,,,,,,,
Antonette,794951,7/16/18,20090808,Owendale,Cars Accident,0,,,,,,,
Argie,182450,7/29/18,20091216,Owosso,Bike Accident,1,,,,,,,
Arkie,730973,7/9/18,20080705,Oxford,Bike Accident,1,,,,,,,
Arletta,687755,7/2/18,20091117,Painesdale,Cars Accident,0,,,,,,,
Bea,757644,7/22/18,20100524,Palmer,Cars Accident,0,,,,,,,
Bettye,998865,7/15/18,20091224,Palms,Bike & Car Accident,0,,,,,,,
Cappie,944953,7/14/18,20090103,Palmyra,Bike & Car Accident,0,,,,,,,
Caro,386429,7/9/18,20080625,Palo,Cars Accident,0,,,,,,,
Cloe,108270,5/31/18,20091209,Paradise,Bike & Car Accident,0,,,,,,,
Corene,205134,6/21/18,20080628,Paris,Bike Accident,0,,,,,,,
Deetta,749325,5/16/18,20081021,Parma,Cars Accident,0,,,,,,,
Elberta,774303,7/25/18,20090711,Paw Paw,Bike & Car Accident,1,,,,,,,
Ether,698470,7/21/18,20100912,Pearces,Cars Accident,1,,,,,,,
Felicie,719989,4/30/18,20090726,Peck,Cars Accident,0,,,,,,,
Frederica,309323,5/7/18,20090605,Pelkie,Bike & Car Accident,0,,,,,,,
Hellen,444035,6/8/18,20090930,Pellston,Bike Accident,0,,,,,,,
Icey,431478,5/13/18,20100530,Pentwater,Cars Accident,0,,,,,,,
Ines,797634,6/22/18,20100607,Perkins,Bike & Car Accident,0,,,,,,,
Junia,284836,7/9/18,20100611,Perrinton,Bike Accident,0,,,,,,,
Laney,238196,5/21/18,20080216,Perronville,Bike Accident,0,,,,,,,
Lassie,885789,5/12/18,20090204,Perry,Bike & Car Accident,0,,,,,,,
Lockie,287436,5/24/18,20100430,Petersburg,Bike & Car Accident,1,,,,,,,
Lossie,496067,6/18/18,20100504,Petoskey,Cars Accident,1,,,,,,,
Lovey,206004,6/13/18,20090825,Pewamo,Cars Accident,0,,,,,,,
Marianita,153027,7/16/18,20090212,Pickford,Cars Accident,0,,,,,,,
Mattye,469426,7/19/18,20090805,Pierson,Bike Accident,0,,,,,,,
Rubie,654974,7/20/18,20081230,Pigeon,Bike Accident,0,,,,,,,
Milly,943425,6/12/18,20090103,Pinckney,Cars Accident,0,,,,,,,
Pluma,641845,4/11/18,20090510,Pinconning,Cars Accident,0,,,,,,,
Ruie,794534,5/23/18,20090704,Pittsford,Bike & Car Accident,0,,,,,,,
Vira,357808,6/21/18,20081113,Plainwell,Bike & Car Accident,0,,,,,,,
Cleva,536052,4/7/18,20091029,Pleasant Lake,Cars Accident,1,,,,,,,
Gennie,873384,7/5/18,20090417,Pleasant Ridge,Bike & Car Accident,1,,,,,,,
Sadye,790225,8/3/17,20100204,Plymouth,Bike Accident,0,,,,,,,
Vennie,587498,3/13/18,20080509,Pointe Aux Pins,Cars Accident,0,,,,,,,
Zettie,639027,5/4/18,20100203,Pompeii,Bike & Car Accident,0,,,,,,,
Clevie,217899,7/16/18,20100317,Pontiac,Cars Accident,0,,,,,,,
Ferne,589094,5/31/18,20090707,Port Austin,Bike Accident,0,,,,,,,
Maebelle,458829,4/11/18,20090613,Port Hope,Cars Accident,0,,,,,,,
Maxine,626208,4/16/18,20090629,Port Huron,Bike & Car Accident,0,,,,,,,
Pearly,315041,4/24/18,20090918,Port Sanilac,Bike Accident,0,,,,,,,
Savanah,283267,7/26/18,20090917,Portage,Cars Accident,1,,,,,,,
Savilla,442494,7/22/18,20081130,Portland,Bike & Car Accident,1,,,,,,,
Valerie,159243,7/16/18,20081002,Posen,Bike Accident,0,,,,,,,
Violetta,669800,6/25/18,20080501,Potterville,Bike Accident,0,,,,,,,
Adelina,520179,5/22/18,20090429,Powers,Bike & Car Accident,0,,,,,,,
Alzina,607974,7/6/18,20090530,Prescott,Bike & Car Accident,0,,,,,,,
Annice,465065,7/17/18,20090709,Presque Isle,Cars Accident,0,,,,,,,
Beda,369941,7/13/18,20100625,Prudenville,Cars Accident,0,,,,,,,
Clarabelle,447226,7/16/18,20091015,Pullman,Cars Accident,0,,,,,,,
Fleda,831668,7/13/18,20091101,Quincy,Bike Accident,0,,,,,,,
Goldia,922937,7/20/18,20090223,Quinnesec,Bike Accident,1,,,,,,,
Laila,640474,5/19/18,20090622,Ralph,Cars Accident,1,,,,,,,
Leala,153298,6/15/18,20100813,Ramsay,Cars Accident,0,,,,,,,
Lilah,334749,6/24/18,20100120,Rapid City,Bike & Car Accident,0,,,,,,,
Lyla,221283,7/9/18,20090228,Rapid River,Bike & Car Accident,0,,,,,,,
Naoma,961496,5/17/18,20090906,Ravenna,Cars Accident,0,,,,,,,
Nealy,804751,7/5/18,20080607,Ray,Bike & Car Accident,0,,,,,,,
Olivine,369226,7/5/18,20080627,Reading,Bike Accident,0,,,,,,,
Rutha,691115,7/25/18,20080806,Redford,Cars Accident,0,,,,,,,
Sussie,713172,7/26/18,20091208,Reed City,Bike & Car Accident,0,,,,,,,
Theodocia,621756,6/16/18,20080616,Reese,Cars Accident,1,,,,,,,
Vassie,615116,7/12/18,20080823,Remus,Cars Accident,1,,,,,,,
Zina,947598,7/18/18,20090707,Republic,Bike & Car Accident,0,,,,,,,
Aurore,658002,7/23/18,20090720,Rhodes,Bike Accident,0,,,,,,,
Beth,374545,7/28/18,20081215,Richland,Cars Accident,0,,,,,,,
Channie,805806,6/13/18,20090223,Richmond,Bike & Car Accident,0,,,,,,,
Freida,235097,7/22/18,20090421,Richville,Bike Accident,0,,,,,,,
Georganna,290971,5/31/18,20090106,Riga,Bike Accident,0,,,,,,,
Izetta,180286,4/22/18,20090218,River Rouge,Bike & Car Accident,0,,,,,,,
Kathern,662088,4/19/18,20080601,Riverdale,Bike & Car Accident,0,,,,,,,
Lady,884365,4/11/18,20080303,Riverside,Cars Accident,1,,,,,,,
Lala,178081,5/3/18,20080904,Riverview,Cars Accident,1,,,,,,,
Lilia,507452,7/24/18,20081003,Rives Junction,Cars Accident,0,,,,,,,
Lurana,990624,7/17/18,20090518,Rochester,Bike Accident,0,,,,,,,
Mozelle,892148,7/20/18,20080303,Rock,Bike Accident,0,,,,,,,
Norine,398683,7/16/18,20080405,Rockford,Cars Accident,0,,,,,,,
Oney,605100,7/28/18,20100615,Rockland,Cars Accident,0,,,,,,,
Clotilde,143109,6/19/18,20080605,Rockwood,Bike & Car Accident,0,,,,,,,
Nova,230223,7/3/18,20080805,Rodney,Bike & Car Accident,0,,,,,,,
Myrna,769602,7/3/18,20081217,Rogers City,Cars Accident,0,,,,,,,
Medora,420815,5/1/18,20080314,Romeo,Bike & Car Accident,1,,,,,,,
Hildur,973546,7/2/18,20081031,Romulus,Bike Accident,1,,,,,,,
Imo,608039,7/18/18,20090809,Roscommon,Cars Accident,0,,,,,,,
Ragna,250162,5/21/18,20091205,Rose City,Bike & Car Accident,0,,,,,,,
Vinie,786432,5/13/18,20100307,Rosebush,Cars Accident,0,,,,,,,
Emmy,445195,6/20/18,20080226,Roseville,Cars Accident,0,,,,,,,
Hildegarde,938634,6/18/18,20100705,Rothbury,Bike & Car Accident,0,,,,,,,
Octa,482495,7/3/18,20100604,Royal Oak,Bike Accident,0,,,,,,,
Aurilla,796005,7/17/18,20100614,Rudyard,Cars Accident,0,,,,,,,
Beula,910604,7/21/18,20080420,Rumely,Bike & Car Accident,0,,,,,,,
Lera,327488,6/11/18,20100921,Ruth,Bike Accident,1,,,,,,,
Macy,715202,7/20/18,20080410,Saginaw,Bike Accident,1,,,,,,,
Margrett,648852,5/21/18,20080430,Sagola,Bike & Car Accident,0,,,,,,,
Melina,516959,6/6/18,20080801,Saint Charles,Bike & Car Accident,0,,,,,,,
Pheobe,984456,6/25/18,20080915,Saint Clair,Cars Accident,0,,,,,,,
Alvira,801331,7/6/18,20080901,Saint Clair Shores,Cars Accident,0,,,,,,,
Clella,786103,7/15/18,20081130,Saint Helen,Cars Accident,0,,,,,,,
Cornie,684193,7/14/18,20090906,Saint Ignace,Bike Accident,0,,,,,,,
Dorotha,247505,7/7/18,20091029,Saint Johns,Bike Accident,0,,,,,,,
Dorthy,259792,5/14/18,20100525,Saint Joseph,Cars Accident,0,,,,,,,
Dosia,185124,7/8/18,20100727,Saint Louis,Cars Accident,1,,,,,,,
Enid,760700,6/9/18,20081206,Salem,Bike & Car Accident,1,,,,,,,
Essa,362407,7/9/18,20090615,Saline,Bike & Car Accident,0,,,,,,,
Evelena,389525,4/2/18,20100929,Samaria,Cars Accident,0,,,,,,,
Genoveva,179538,7/13/18,20090331,Sand Creek,Bike & Car Accident,0,,,,,,,
Greta,265437,5/8/18,20091215,Sand Lake,Bike Accident,0,,,,,,,
Ica,266247,6/26/18,20100705,Sandusky,Cars Accident,0,,,,,,,
Ilma,921851,7/4/18,20080801,Sanford,Bike & Car Accident,0,,,,,,,
Lalla,488724,6/26/18,20080714,Saranac,Cars Accident,0,,,,,,,
Lana,192524,7/17/18,20090516,Saugatuck,Cars Accident,0,,,,,,,
Leonor,338070,5/4/18,20100702,Sault Sainte Marie,Bike & Car Accident,1,,,,,,,
Lolla,865607,6/18/18,20100620,Sawyer,Bike Accident,1,,,,,,,
Lorna,963285,7/12/18,20100102,Schoolcraft,Cars Accident,0,,,,,,,
Vergie,728491,7/27/18,20100622,Scotts,Bike & Car Accident,0,,,,,,,
Mossie,553436,7/25/18,20080110,Scottville,Bike Accident,0,,,,,,,
Manuelita,440616,7/3/18,20080805,Sears,Bike Accident,0,,,,,,,
Oline,463237,7/21/18,20091204,Sebewaing,Bike & Car Accident,0,,,,,,,
Ima,753452,6/12/18,20081128,Seney,Bike & Car Accident,0,,,,,,,
Janey,920554,7/23/18,20081226,Shaftsburg,Cars Accident,0,,,,,,,
Villa,594783,7/26/18,20081231,Shelby,Cars Accident,0,,,,,,,
Clytie,725330,6/10/18,20090215,Shelbyville,Cars Accident,1,,,,,,,
Ermina,607259,5/23/18,20100717,Shepherd,Bike Accident,1,,,,,,,
Hertha,979336,5/21/18,20100917,Sheridan,Bike Accident,0,,,,,,,
Margaretha,865201,7/27/18,20081105,Sherwood,Cars Accident,0,,,,,,,
Melanie,140977,7/16/18,20081120,Shingleton,Cars Accident,0,,,,,,,
